,name,birth,incoming_links,outgoing_links,page
2352,Young Bosnia,NA,Petar II Petrović-Njegoš:,,/wiki/Young_Bosnia
2353,Gaćinović,NA,Petar II Petrović-Njegoš:,,/wiki/Vladimir_Ga%C4%87inovi%C4%87
2354,Princip,NA,Petar II Petrović-Njegoš:,,/wiki/Gavrilo_Princip
2355,Andrić,NA,Petar II Petrović-Njegoš:,,/wiki/Ivo_Andri%C4%87
2356,Velimirović,NA,Petar II Petrović-Njegoš:,,/wiki/Nikolaj_Velimirovi%C4%87
2357,Djilas,NA,Petar II Petrović-Njegoš:,,/wiki/Milovan_Djilas
2358,Crnjanski,NA,Petar II Petrović-Njegoš:,,/wiki/Milo%C5%A1_Crnjanski
2359,Sekulić,NA,Petar II Petrović-Njegoš:,,/wiki/Isidora_Sekuli%C4%87
2360,Kiš,NA,Petar II Petrović-Njegoš:,,/wiki/Danilo_Ki%C5%A1
2361,S. Ćorović,NA,Petar II Petrović-Njegoš:,,/wiki/Svetozar_%C4%86orovi%C4%87
2362,Brajković,NA,Petar II Petrović-Njegoš:,,/wiki/Dragomir_Brajkovi%C4%87
2363,Brković,NA,Petar II Petrović-Njegoš:,,/wiki/Jevrem_Brkovi%C4%87
2364,Bećković,NA,Petar II Petrović-Njegoš:,,/wiki/Matija_Be%C4%87kovi%C4%87
2365,Amfilohije,NA,Petar II Petrović-Njegoš:,,"/wiki/Amfilohije,_Metropolitan_of_Montenegro"
2366,Platonism,NA,,Philo:,/wiki/Platonism
2367,Hellenistic Judaism,NA,,Philo:,/wiki/Hellenistic_Judaism
2368,Early Christianity,NA,Philo:,,/wiki/History_of_Christianity#Early_Christianity_(c._31/33–324)
2369,Eurytus,NA,Philolaus:,,/wiki/Eurytus_(Pythagorean)
2370,James Mark Baldwin,NA,,Jean Piaget:,/wiki/James_Mark_Baldwin
2371,Théodore Simon,NA,,Jean Piaget:,/wiki/Th%C3%A9odore_Simon
2372,Sabina Spielrein,NA,,Jean Piaget:,/wiki/Sabina_Spielrein
2373,Jerome Bruner,NA,Jean Piaget:,,/wiki/Jerome_Bruner
2374,John Flavell,NA,Jean Piaget:,,/wiki/John_H._Flavell
2375,Bärbel Inhelder,NA,Jean Piaget:,,/wiki/B%C3%A4rbel_Inhelder
2376,Kenneth Kaye,NA,Jean Piaget:,,/wiki/Kenneth_Kaye
2377,Robert Kegan,NA,Jean Piaget:,,/wiki/Robert_Kegan
2378,Lawrence Kohlberg,NA,Jean Piaget:,,/wiki/Lawrence_Kohlberg
2379,Yann LeCun,NA,Jean Piaget:,,/wiki/Yann_LeCun
2380,Seymour Papert,NA,Jean Piaget:,,/wiki/Seymour_Papert
2381,Shlomo Wolbe,NA,Jean Piaget:,,/wiki/Shlomo_Wolbe
2382,Chaldean Oracles,NA,,Giovanni Pico della Mirandola:,/wiki/Chaldean_Oracles
2383,Cooper,NA,,Dimitri Pisarev:,/wiki/James_Fenimore_Cooper
2384,Dumas père,NA,,Dimitri Pisarev:,/wiki/Alexandre_Dumas
2385,Gogol,NA,,Dimitri Pisarev:,/wiki/Nikolai_Gogol
2386,Turgenev,NA,,Dimitri Pisarev:,/wiki/Ivan_Turgenev
2387,Shelgunov,NA,Dimitri Pisarev:,,/wiki/Nikolai_Shelgunov
2388,Zaytsev,NA,Dimitri Pisarev:,,/wiki/Varfolomey_Zaytsev
2389,Abraham Kuyper,NA,,Alvin Plantinga:,/wiki/Abraham_Kuyper
2390,William Harry Jellema,NA,,Alvin Plantinga:,/wiki/William_Harry_Jellema
2391,Michael Rea,NA,Alvin Plantinga:,,/wiki/Michael_C._Rea
2392,Robin Collins,NA,Alvin Plantinga:,,/wiki/Robin_Collins
2393,Keith DeRose,NA,Alvin Plantinga:,,/wiki/Keith_DeRose
2394,Robert Koons,NA,Alvin Plantinga:,,/wiki/Robert_C._Koons
2395,Trenton Merricks,NA,Alvin Plantinga:,,/wiki/Trenton_Merricks
2396,Michael Bergmann,NA,Alvin Plantinga:,,/wiki/Michael_Bergmann_(philosopher)
2397,J. P. Moreland,NA,Alvin Plantinga:,,/wiki/J._P._Moreland
2398,John Frame,NA,Alvin Plantinga:,,/wiki/John_Frame_(theologian)
2399,Michael Horton,NA,Alvin Plantinga:,,/wiki/Michael_Horton_(theologian)
2400,Sophists,NA,,Plato:,/wiki/Sophist
2401,Eleusinian Mysteries,NA,,Plato:,/wiki/Eleusinian_Mysteries
2402,Orphism,NA,,Plato:,/wiki/Orphism_(religion)
2403,Diotima,NA,,Plato:,/wiki/Diotima_of_Mantinea
2404,Theaetetus,NA,,Plato:,/wiki/Theaetetus_(mathematician)
2405,religion,NA,Plato:,,/wiki/Western_religions
2406,Old Academy,NA,Plato:,,/wiki/Platonic_Academy#Old_Academy
2407,Academic skepticism,NA,Plato:,,/wiki/Academic_skepticism
2408,Middle Platonism,NA,Plato:,,/wiki/Middle_Platonism
2409,Christian Platonism,NA,Plato:,,/wiki/Neoplatonism_and_Christianity
2410,Gnosticism,NA,Plotinus:,,/wiki/Neoplatonism_and_Gnosticism
2411,Islamic Platonism,NA,Plato:,,/wiki/Platonism_in_Islamic_Philosophy
2412,Byzantine philosophy,NA,Plato:,,/wiki/Byzantine_philosophy
2413,Florentine Academy,NA,Plato:,,/wiki/Platonic_Academy_(Florence)
2414,Renaissance Platonism,NA,Plato:,,/wiki/Platonism_in_the_Renaissance
2415,Cambridge Platonism,NA,Plato:,,/wiki/Cambridge_Platonists
2416,Modern Platonism,NA,Plato:,,/wiki/Platonism#Modern_Platonism
2417,Demetrios Kydones,NA,,Gemistus Pletho:,/wiki/Demetrios_Kydones
2418,Cosimo de' Medici,NA,Gemistus Pletho:,,/wiki/Cosimo_de%27_Medici
2419,Iamblichus,NA,Plotinus:,,/wiki/Iamblichus
2420,Julian,NA,Plotinus:,,/wiki/Julian_(emperor)
2421,Hierocles,NA,Plotinus:,,/wiki/Hierocles_of_Alexandria
2422,Traditionalist School,NA,Plotinus:,,/wiki/Traditionalist_School_(perennialism)
2423,Lazarus Fuchs,NA,,Henri Poincaré:,/wiki/Lazarus_Fuchs
2424,Louis Rougier,NA,Henri Poincaré:,,/wiki/Louis_Rougier
2425,Selz,NA,,Karl Popper:,/wiki/Otto_Selz
2426,Campbell,NA,,Karl Popper:,/wiki/Donald_T._Campbell
2427,Wächtershäuser,NA,,Karl Popper:,/wiki/G%C3%BCnter_W%C3%A4chtersh%C3%A4user
2428,Miller,NA,Karl Popper:,,/wiki/David_Miller_(philosopher)
2429,Bartley,NA,Karl Popper:,,/wiki/W._W._Bartley_III
2430,Gombrich,NA,Karl Popper:,,/wiki/Ernst_Gombrich
2431,Jarvie,NA,Karl Popper:,,/wiki/Ian_Jarvie
2432,Levinson,NA,Karl Popper:,,/wiki/Paul_Levinson
2433,Munz,NA,Karl Popper:,,/wiki/Peter_Munz
2434,Magee,NA,Karl Popper:,,/wiki/Bryan_Magee
2435,Shearmur,NA,Karl Popper:,,/wiki/Jeremy_Shearmur
2436,Medawar,NA,Karl Popper:,,/wiki/Peter_Medawar
2437,Gellner,NA,Karl Popper:,,/wiki/Ernest_Gellner
2438,Schmidt,NA,Karl Popper:,,/wiki/Helmut_Schmidt
2439,Redhead,NA,Karl Popper:,,/wiki/Michael_Redhead
2440,Deutsch,NA,Karl Popper:,,/wiki/David_Deutsch
2441,Eccles,NA,Karl Popper:,,/wiki/John_Eccles_(neurophysiologist)
2442,Sossianus Hierocles,NA,Porphyry (philosopher):,,/wiki/Sossianus_Hierocles
2443,Isagoge,NA,Porphyry (philosopher):,,/wiki/Isagoge
2444,Diodorus Siculus,NA,Posidonius:,,/wiki/Diodorus_Siculus
2445,Jason of Nysa,NA,Posidonius:,,/wiki/Jason_of_Nysa
2446,Strabo,NA,Posidonius:,,/wiki/Strabo
2447,Evgeny Pashukanis,NA,,Nicos Poulantzas:,/wiki/Evgeny_Pashukanis
2448,Eurocommunism,NA,,Nicos Poulantzas:,/wiki/Eurocommunism
2449,Bob Jessop,NA,Nicos Poulantzas:,,/wiki/Bob_Jessop
2450,James C. Scott,NA,Nicos Poulantzas:,,/wiki/James_C._Scott
2451,Józef Maria Bocheński,NA,,Arthur Prior:,/wiki/J%C3%B3zef_Maria_Boche%C5%84ski
2452,Jan Łukasiewicz,NA,,Arthur Prior:,/wiki/Jan_%C5%81ukasiewicz
2453,John Lemmon,NA,Arthur Prior:,,/wiki/John_Lemmon
2454,Max Cresswell,NA,Arthur Prior:,,/wiki/Max_Cresswell
2455,Kit Fine,NA,Arthur Prior:,,/wiki/Kit_Fine
2456,Marinus,NA,Proclus:,,/wiki/Marinus_of_Neapolis
2457,Victor Hugo,NA,Pierre-Joseph Proudhon:,,/wiki/Victor_Hugo
2458,Francesc Pi i Margall,NA,Pierre-Joseph Proudhon:,,/wiki/Francesc_Pi_i_Margall
2459,Erhard Weigel,NA,,Samuel Pufendorf:,/wiki/Erhard_Weigel
2460,David Marr,NA,Hilary Putnam:,,/wiki/David_Marr_(neuroscientist)
2461,Norman Daniels,NA,Hilary Putnam:,,/wiki/Norman_Daniels
2462,Richard Boyd,NA,Hilary Putnam:,,/wiki/Richard_Boyd
2463,Paul Benacerraf,NA,Hilary Putnam:,,/wiki/Paul_Benacerraf
2464,Pherecydes,NA,,Pythagoras:,/wiki/Pherecydes_of_Syros
2465,Themistoclea,NA,,Pythagoras:,/wiki/Themistoclea
2466,Roger Gibson,NA,W. V. O. Quine:,,/wiki/Roger_Gibson
2467,Penelope Maddy,NA,W. V. O. Quine:,,/wiki/Penelope_Maddy
2468,neo-Thomism,NA,,Karl Rahner:,/wiki/Neo-scholasticism
2469,Francis A. Sullivan,NA,Karl Rahner:,,/wiki/Francis_A._Sullivan
2470,Johann Baptist Metz,NA,Karl Rahner:,,/wiki/Johann_Baptist_Metz
2471,Kathryn Tanner,NA,Karl Rahner:,,/wiki/Kathryn_Tanner
2472,Tomas Halik,NA,Karl Rahner:,,/wiki/Tom%C3%A1%C5%A1_Hal%C3%ADk
2473,Catherine LaCugna,NA,Karl Rahner:,,/wiki/Catherine_LaCugna
2474,Herbert Vorgrimler,NA,Karl Rahner:,,/wiki/Herbert_V
2475,Kristin Ross,NA,Jacques Rancière:,,/wiki/Kristin_Ross
2476,Jodi Dean,NA,Jacques Rancière:,,/wiki/Jodi_Dean
2477,Dominique Janicaud,NA,Felix Ravaisson-Mollien:,,/wiki/Dominique_Janicaud
2478,Shklar,NA,,John Rawls:,/wiki/Judith_N._Shklar
2479,Dreben,NA,,John Rawls:,/wiki/Burton_Dreben
2480,Meade,NA,,John Rawls:,/wiki/James_Meade
2481,Appiah,NA,John Rawls:,,/wiki/Kwame_Anthony_Appiah
2482,Harsanyi,NA,John Rawls:,,/wiki/John_Harsanyi
2483,Estlund,NA,John Rawls:,,/wiki/David_Estlund
2484,Pogge,NA,John Rawls:,,/wiki/Thomas_Pogge
2485,Beitz,NA,John Rawls:,,/wiki/Charles_Beitz
2486,Cohen,NA,John Rawls:,,/wiki/Joshua_Cohen_(philosopher)
2487,G.A. Cohen,NA,John Rawls:,,/wiki/G._A._Cohen
2488,Shelby,NA,John Rawls:,,/wiki/Tommie_Shelby
2489,Stern,NA,John Rawls:,,"/wiki/Nicholas_Stern,_Baron_Stern_of_Brentford"
2490,Scarry,NA,John Rawls:,,/wiki/Elaine_Scarry
2491,Binmore,NA,John Rawls:,,/wiki/Kenneth_Binmore
2492,Foisneau,NA,John Rawls:,,/wiki/Luc_Foisneau
2493,Freeman,NA,John Rawls:,,/wiki/Samuel_Freeman_(philosopher)
2494,Fleurbaey,NA,John Rawls:,,/wiki/Marc_Fleurbaey
2495,Guttmann,NA,,Leo Strauss:,/wiki/Julius_Guttmann
2496,O'Neill,NA,John Rawls:,,/wiki/Onora_O%27Neill
2497,Neiman,NA,John Rawls:,,/wiki/Susan_Neiman
2498,Van Parijs,NA,John Rawls:,,/wiki/Philippe_Van_Parijs
2499,Nino,NA,John Rawls:,,/wiki/Carlos_Santiago_Nino
2500,Krugman,NA,John Rawls:,,/wiki/Paul_Krugman
2501,Okin,NA,John Rawls:,,/wiki/Susan_Moller_Okin
2502,Phelps,NA,John Rawls:,,/wiki/Edmund_Phelps
2503,Wolff,NA,John Rawls:,,/wiki/Robert_Paul_Wolff
2504,Wolin,NA,John Rawls:,,/wiki/Sheldon_Wolin
2505,September Group,NA,John Rawls:,,/wiki/Analytical_Marxism
2506,Peter Hacker,NA,,Joseph Raz:,/wiki/Peter_Hacker
2507,Matthew Kramer,NA,Joseph Raz:,,/wiki/Matthew_Kramer
2508,Timothy Endicott,NA,Joseph Raz:,,/wiki/Timothy_Endicott
2509,Scott J. Shapiro,NA,Joseph Raz:,,/wiki/Scott_J._Shapiro
2510,Al-Shafi'i,NA,,Fakhr al-Din al-Razi:,/wiki/Al-Shafi%27i
2511,Abu al-Hasan al-Ash'ari,NA,,Fakhr al-Din al-Razi:,/wiki/Al-Ash%27ari
2512,Ibn Furak,NA,,Fakhr al-Din al-Razi:,/wiki/Ibn_Furak
2513,Athir al-Din al-Abhari,NA,Fakhr al-Din al-Razi:,,/wiki/Athir_al-Din_al-Abhari
2514,Nizam al-Din al-Nisapuri,NA,Fakhr al-Din al-Razi:,,/wiki/Nizam_al-Din_al-Nisapuri
2515,Shihab al-Din al-Qarafi,NA,Fakhr al-Din al-Razi:,,/wiki/Shihab_al-Din_al-Qarafi
2516,Taj al-Din al-Subki,NA,Fakhr al-Din al-Razi:,,/wiki/Taj_al-Din_al-Subki
2517,Al-Safadi,NA,Fakhr al-Din al-Razi:,,/wiki/Al-Safadi
2518,Ibn Abi Usaybi'a,NA,Fakhr al-Din al-Razi:,,/wiki/Ibn_Abi_Usaybi%27a
2519,Paul Hensel,NA,,Hans Reichenbach:,/wiki/Paul_Hensel
2520,Takiyettin Mengüşoğlu,NA,Hans Reichenbach:,,/wiki/Takiyettin_Meng%C3%BC%C5%9Fo%C4%9Flu
2521,İoanna Kuçuradi,NA,Hans Reichenbach:,,/wiki/%C4%B0oanna_Ku%C3%A7uradi
2522,James Beattie,NA,Thomas Reid:,,/wiki/James_Beattie_(poet)
2523,Charles Hodge,NA,Thomas Reid:,,/wiki/Charles_Hodge
2524,Michael Huemer,NA,Thomas Reid:,,/wiki/Michael_Huemer
2525,William L. Rowe,NA,Thomas Reid:,,/wiki/William_L._Rowe
2526,John Spencer,NA,,Karl Leonhard Reinhold:,/wiki/John_Spencer_(priest)
2527,Christoph Martin Wieland,NA,,Karl Leonhard Reinhold:,/wiki/Christoph_Martin_Wieland
2528,Christoph Gottfried Bardili,NA,,Karl Leonhard Reinhold:,/wiki/Christoph_Gottfried_Bardili
2529,Lorenz Bruno Puntel,NA,Nicholas Rescher:,,/wiki/Lorenz_Bruno_Puntel
2530,Alexander Pruss,NA,Nicholas Rescher:,,/wiki/Alexander_Pruss
2531,Michele Marsonet,NA,Nicholas Rescher:,,/wiki/Michele_Marsonet
2532,John Leslie,NA,Nicholas Rescher:,,/wiki/John_A._Leslie
2533,Alois Riehl,NA,,Heinrich Rickert:,/wiki/Alois_Riehl
2534,Benveniste,NA,,Paul Ricœur:,/wiki/%C3%89mile_Benveniste
2535,Richard Kearney,NA,Paul Ricœur:,,/wiki/Richard_Kearney
2536,Johann Peter Eckermann,NA,,Avital Ronell:,/wiki/Johann_Peter_Eckermann
2537,Gustave Flaubert,NA,,Avital Ronell:,/wiki/Gustave_Flaubert
2538,R. D. Laing,NA,,Avital Ronell:,/wiki/R._D._Laing
2539,Laurence BonJour,NA,Richard Rorty:,,/wiki/Laurence_BonJour
2540,Jeffrey Stout,NA,Richard Rorty:,,/wiki/Jeffrey_Stout
2541,Michael Williams,NA,Richard Rorty:,,/wiki/Michael_Williams_(philosopher)
2542,Chantal Mouffe,NA,Richard Rorty:,,/wiki/Chantal_Mouffe
2543,Richard J. Bernstein,NA,Richard Rorty:,,/wiki/Richard_J._Bernstein
2544,Glatzer,NA,Franz Rosenzweig:,,/wiki/Nahum_Norbert_Glatzer
2545,Santner,NA,Franz Rosenzweig:,,/wiki/Eric_Santner
2546,Melchiorre Gioia,NA,,Antonio Rosmini-Serbati:,/wiki/Melchiorre_Gioia
2547,Gian Domenico Romagnosi,NA,,Antonio Rosmini-Serbati:,/wiki/Gian_Domenico_Romagnosi
2548,Augustin Thierry,NA,,Antonio Rosmini-Serbati:,/wiki/Augustin_Thierry
2549,Axel Hägerström,NA,,Alf Niels Christian Ross:,/wiki/Axel_H%C3%A4gerstr%C3%B6m
2550,Zygmunt Ziembiński,NA,Alf Niels Christian Ross:,,/wiki/Zygmunt_Ziembi%C5%84ski
2551,Robert Audi,NA,William David Ross:,,/wiki/Robert_Audi
2552,Tom Beauchamp,NA,William David Ross:,,/wiki/Tom_Beauchamp
2553,Tara Smith,NA,William David Ross:,,/wiki/Tara_Smith_(philosopher)
2554,Bernard Gert,NA,William David Ross:,,/wiki/Bernard_Gert
2555,D'Épinay,NA,,Jean Jacques Rousseau:,/wiki/Louise_d%27%C3%89pinay
2556,French Revolution,NA,Jean Jacques Rousseau:,,/wiki/French_Revolution
2557,American Revolution,NA,Jean Jacques Rousseau:,,/wiki/American_Revolution
2558,Saint-Just,NA,Jean Jacques Rousseau:,,/wiki/Louis_Antoine_de_Saint-Just
2559,Counter-Enlightenment,NA,Jean Jacques Rousseau:,,/wiki/Counter-Enlightenment
2560,Romanticism,NA,Jean Jacques Rousseau:,,/wiki/Romanticism
2561,Napoleon Bonaparte,NA,Jean Jacques Rousseau:,,/wiki/Napoleon
2562,Kitsikis,NA,Jean Jacques Rousseau:,,/wiki/Dimitri_Kitsikis
2563,Emmanuel Sieyès,NA,,"Claude Henri de Rouvroy, Comte de Saint-Simon:",/wiki/Emmanuel_Joseph_Siey%C3%A8s
2564,Charles Dunoyer,NA,,"Claude Henri de Rouvroy, Comte de Saint-Simon:",/wiki/Charles_Dunoyer
2565,Jean-Baptiste Say,NA,,"Claude Henri de Rouvroy, Comte de Saint-Simon:",/wiki/Jean-Baptiste_Say
2566,Prosper Enfantin,NA,"Claude Henri de Rouvroy, Comte de Saint-Simon:",,/wiki/Barth%C3%A9lemy-Prosper_Enfantin
2567,Michel Chevalier,NA,"Claude Henri de Rouvroy, Comte de Saint-Simon:",,/wiki/Michel_Chevalier
2568,Péreire brothers,NA,"Claude Henri de Rouvroy, Comte de Saint-Simon:",,/wiki/Pereire_brothers
2569,Alfred Bray Kempe,NA,,Josiah Royce:,/wiki/Alfred_Kempe
2570,Edward Vermilye Huntington,NA,Josiah Royce:,,/wiki/Edward_Vermilye_Huntington
2571,Henry M. Sheffer,NA,Josiah Royce:,,/wiki/Henry_M._Sheffer
2572,Timothy Sprigge,NA,Josiah Royce:,,/wiki/Timothy_Sprigge
2573,J. W. Miller,NA,Josiah Royce:,,/wiki/John_William_Miller
2574,John Elof Boodin,NA,Josiah Royce:,,/wiki/John_Elof_Boodin
2575,G. H. Hardy,NA,Bertrand Russell:,,/wiki/G._H._Hardy
2576,Robert Oppenheimer,NA,Bertrand Russell:,,/wiki/J._Robert_Oppenheimer
2577,Jacob Bronowski,NA,Bertrand Russell:,,/wiki/Jacob_Bronowski
2578,Tariq Ali,NA,Bertrand Russell:,,/wiki/Tariq_Ali
2579,Michael Albert,NA,Bertrand Russell:,,/wiki/Michael_Albert
2580,Carl Sagan,NA,Bertrand Russell:,,/wiki/Carl_Sagan
2581,Martin Gardner,NA,Bertrand Russell:,,/wiki/Martin_Gardner
2582,Buckminster Fuller,NA,Bertrand Russell:,,/wiki/Buckminster_Fuller
2583,Pervez Hoodbhoy,NA,Bertrand Russell:,,/wiki/Pervez_Hoodbhoy
2584,Kurt Vonnegut,NA,Bertrand Russell:,,/wiki/Kurt_Vonnegut
2585,Ray Kurzweil,NA,Bertrand Russell:,,/wiki/Ray_Kurzweil
2586,Marvin Minsky,NA,Bertrand Russell:,,/wiki/Marvin_Minsky
2587,Andrei Sakharov,NA,Bertrand Russell:,,/wiki/Andrei_Sakharov
2588,Stephen Hawking,NA,Bertrand Russell:,,/wiki/Stephen_Hawking
2589,Joseph Rotblat,NA,Bertrand Russell:,,/wiki/Joseph_Rotblat
2590,Frank Wilczek,NA,Bertrand Russell:,,/wiki/Frank_Wilczek
2591,A. C. Grayling,NA,Bertrand Russell:,,/wiki/A._C._Grayling
2592,Txillardegi,NA,Bertrand Russell:,,/wiki/Txillardegi
2593,Herbert James Paton,NA,,Gilbert Ryle:,/wiki/Herbert_James_Paton
2594,Richard Webster,NA,Gilbert Ryle:,,/wiki/Richard_Webster_(British_author)
2595,Ullin Place,NA,Gilbert Ryle:,,/wiki/Ullin_Place
2596,Þorsteinn Gylfason,NA,Gilbert Ryle:,,/wiki/%C3%9Eorsteinn_Gylfason
2597,Modern Philosophy,NA,Francisco Sanches:,,/wiki/Modern_philosophy
2598,Ed Miliband,NA,Michael Sandel:,,/wiki/Ed_Miliband
2599,Richard David Precht,NA,Michael Sandel:,,/wiki/Richard_David_Precht
2600,John Lachs,NA,George Santayana:,,/wiki/John_Lachs
2601,Glenn Gould,NA,George Santayana:,,/wiki/Glenn_Gould
2602,Stekel,NA,,Jean-Paul Sartre:,/wiki/Wilhelm_Stekel
2603,Nizan,NA,,Jean-Paul Sartre:,/wiki/Paul_Nizan
2604,Céline,NA,,Jean-Paul Sartre:,/wiki/Louis-Ferdinand_C%C3%A9line
2605,Jeanson,NA,Jean-Paul Sartre:,,/wiki/Francis_Jeanson
2606,Leibowitz,NA,,Leo Strauss:,/wiki/Nechama_Leibowitz
2607,Pinter,NA,Jean-Paul Sartre:,,/wiki/Harold_Pinter
2608,van Fraassen,NA,Jean-Paul Sartre:,,/wiki/Bas_van_Fraassen
2609,Leskien,NA,,Ferdinand de Saussure:,/wiki/August_Leskien
2610,Zimmer,NA,,Ferdinand de Saussure:,/wiki/Heinrich_Zimmer
2611,Oldenberg,NA,,Ferdinand de Saussure:,/wiki/Hermann_Oldenberg
2612,Pāṇini,NA,,Ferdinand de Saussure:,/wiki/P%C4%81%E1%B9%87ini
2613,Bloomfield,NA,Ferdinand de Saussure:,,/wiki/Leonard_Bloomfield
2614,Meillet,NA,Ferdinand de Saussure:,,/wiki/Antoine_Meillet
2615,R. Harris,NA,Ferdinand de Saussure:,,/wiki/Roy_Harris_(linguist)
2616,Shaumyan,NA,Ferdinand de Saussure:,,/wiki/Sebastian_Shaumyan
2617,Hjelmslev,NA,Ferdinand de Saussure:,,/wiki/Louis_Hjelmslev
2618,Firth,NA,Ferdinand de Saussure:,,/wiki/John_Rupert_Firth
2619,Labov,NA,Ferdinand de Saussure:,,/wiki/William_Labov
2620,Mukařovský,NA,Ferdinand de Saussure:,,/wiki/Jan_Muka%C5%99ovsk%C3%BD
2621,Prague school,NA,Ferdinand de Saussure:,,/wiki/Prague_linguistic_circle
2622,Gustav Hugo,NA,,Friedrich Karl von Savigny:,/wiki/Gustav_Hugo
2623,August von Bethmann-Hollweg,NA,Friedrich Karl von Savigny:,,/wiki/August_von_Bethmann-Hollweg
2624,Dietrich von Hildebrand,NA,Max Scheler:,,/wiki/Dietrich_von_Hildebrand
2625,Viktor Frankl,NA,Max Scheler:,,/wiki/Viktor_Frankl
2626,Kielmeyer,NA,,Friedrich Schelling:,/wiki/Carl_Friedrich_Kielmeyer
2627,Bernays,NA,Friedrich Schelling:,,/wiki/Isaac_Bernays
2628,Esenbeck,NA,Friedrich Schelling:,,/wiki/Christian_Gottfried_Daniel_Nees_von_Esenbeck
2629,Grant,NA,Friedrich Schelling:,,/wiki/Iain_Hamilton_Grant
2630,Hâjdeu,NA,Friedrich Schelling:,,/wiki/Alexandru_H%C3%A2jdeu
2631,Pareyson,NA,Friedrich Schelling:,,/wiki/Luigi_Pareyson
2632,da Silva,NA,Friedrich Schelling:,,/wiki/Vicente_Ferreira_da_Silva
2633,Van Til,NA,Friedrich Schelling:,,/wiki/Cornelius_Van_Til
2634,Russian Schellingianism,NA,Friedrich Schelling:,,/wiki/List_of_Russian_philosophers#Russian_Schellingians
2635,Johann August Ernesti,NA,,Friedrich Schleiermacher:,/wiki/Johann_August_Ernesti
2636,Friedrich August Wolf,NA,,Friedrich Schleiermacher:,/wiki/Friedrich_August_Wolf
2637,Albrecht Ritschl,NA,Friedrich Schleiermacher:,,/wiki/Albrecht_Ritschl
2638,Manfred Frank,NA,Friedrich Schleiermacher:,,/wiki/Manfred_Frank
2639,Antoine Berman,NA,Friedrich Schleiermacher:,,/wiki/Antoine_Berman
2640,Heinrich Ritter,NA,Friedrich Schleiermacher:,,/wiki/Heinrich_Ritter
2641,Daphne Hampson,NA,Friedrich Schleiermacher:,,/wiki/Daphne_Hampson
2642,Albert Blumberg,NA,Moritz Schlick:,,/wiki/Albert_Blumberg
2643,Jaime Guzmán,NA,Carl Schmitt:,,/wiki/Jaime_Guzm%C3%A1n
2644,Jacob Taubes,NA,Carl Schmitt:,,/wiki/Jacob_Taubes
2645,Copenhagen School,NA,Carl Schmitt:,,/wiki/Copenhagen_School_(international_relations)
2646,Reinhart Koselleck,NA,Carl Schmitt:,,/wiki/Reinhart_Koselleck
2647,Hans Morgenthau,NA,Carl Schmitt:,,/wiki/Hans_M
2648,Jiang Shigong,NA,Carl Schmitt:,,/wiki/Jiang_Shigong
2649,Frege,NA,,Gershom Scholem:,/wiki/Frege
2650,Ahad Ha'am,NA,,Gershom Scholem:,/wiki/Ahad_Ha%27am
2651,Derrida,NA,Gershom Scholem:,,/wiki/Derrida
2652,Idel,NA,Gershom Scholem:,,/wiki/Moshe_Idel
2653,Uffenheimer,NA,Gershom Scholem:,,/wiki/Rivka_Schatz_Uffenheimer
2654,Chabon,NA,Gershom Scholem:,,/wiki/Michael_Chabon
2655,Hinduism (Upanishads),NA,,Arthur Schopenhauer:,/wiki/Upanishads
2656,German mysticism,NA,,Arthur Schopenhauer:,/wiki/Friends_of_God
2657,Anjos,NA,Arthur Schopenhauer:,,/wiki/Augusto_dos_Anjos
2658,Assis,NA,Arthur Schopenhauer:,,/wiki/Machado_de_Assis
2659,Brahms,NA,Arthur Schopenhauer:,,/wiki/Johannes_Brahms
2660,Fet,NA,Arthur Schopenhauer:,,/wiki/Afanasy_Fet
2661,Hardy,NA,Arthur Schopenhauer:,,/wiki/Thomas_Hardy
2662,Huysmans,NA,Arthur Schopenhauer:,,/wiki/Joris-Karl_Huysmans
2663,Reve,NA,Arthur Schopenhauer:,,/wiki/Gerard_Reve
2664,Ludovici,NA,Arthur Schopenhauer:,,/wiki/Anthony_Ludovici
2665,Mahler,NA,Arthur Schopenhauer:,,/wiki/Gustav_Mahler
2666,Majorana,NA,Arthur Schopenhauer:,,/wiki/Ettore_Majorana
2667,Rank,NA,Arthur Schopenhauer:,,/wiki/Otto_Rank
2668,Rilke,NA,Arthur Schopenhauer:,,/wiki/Rainer_Maria_Rilke
2669,Volkelt,NA,Arthur Schopenhauer:,,/wiki/Johannes_Volkelt
2670,Zola,NA,Arthur Schopenhauer:,,/wiki/%C3%89mile_Zola
2671,John Ruskin,NA,,Roger Scruton:,/wiki/John_Ruskin
2672,Charles de Gaulle,NA,,Roger Scruton:,/wiki/Charles_de_Gaulle
2673,Tim Crane,NA,Roger Scruton:,,/wiki/Tim_Crane
2674,Mark Dooley,NA,Roger Scruton:,,/wiki/Mark_Dooley
2675,Douglas Murray,NA,Roger Scruton:,,/wiki/Douglas_Murray_(author)
2676,Anthony O'Hear,NA,Roger Scruton:,,/wiki/Anthony_O%27Hear
2677,Giles Fraser,NA,Roger Scruton:,,/wiki/Giles_Fraser
